author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;year_of_construction;object_type;have_loggia;parking_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;ceiling_height;district;street;house_number;underground;residential_complex
AFI Development;developer;https://odintsovo.cian.ru/sale/flat/308938548/;Одинцово;sale;flat;2;24;1;24.79;2025;Новостройка;-1;Подземная;Монолитно-кирпичный, монолитный;-1;Без отделки, предчистовая;14,9 м²;-1;+74951377140;2,8 м;;;;Одинцово;Одинбург
